depth,score,mean_error,training_load,workout_avg_hr,workout_max_hr,workoutActivityType_Running,workout_min_hr,duration,workoutActivityType_TraditionalStrengthTraining,workoutActivityType_Walking,workoutActivityType_Cycling,workoutActivityType_CoreTraining
5,0.8659107081482295,31.214966343472675,0.9506004621958137,0.021002411822739275,0.014232522911681712,0.00772908590309402,0.003946652767494591,0.002287957868528412,0.00014139661138237326,5.950991926593497e-05,0.0,0.0
7,0.8700419754160456,27.98257708570632,0.9388568872399699,0.024396805218297696,0.017199679651560558,0.008063916530816827,0.005644637394592251,0.0045585348774642735,0.0004978793150451333,0.0006603081657484136,0.00012005919958429975,1.2924069207448878e-06
