depth,score,mean_error,importance_workoutActivityType_Walking,importance_hr_variability,importance_workout_min_hr,importance_workout_avg_hr,importance_workout_max_hr,importance_workoutActivityType_TraditionalStrengthTraining,importance_hr_sustain_ratio,importance_workoutActivityType_CoreTraining,importance_workoutActivityType_Running,importance_workoutActivityType_Cycling
5,0.598677704488354,108.19449255097942,0.4374223383037282,0.20610640684543352,0.0940025621553121,0.08632070084387536,0.05886526526950316,0.0470460643744366,0.039717320261635214,0.018860202270748173,0.008613908740076422,0.0030452309352512618
7,0.5989268811301449,108.15834057298666,0.3777731071375504,0.204137025262925,0.0981931692365946,0.10591654904878199,0.08188611885279092,0.04271713987382401,0.05418125863359284,0.02212320410411033,0.009856036591298594,0.003216391258531426
